ID,Categoría,Subcategoría,Palabras Clave (Para el bot),Respuesta Verificada (Lenguaje sencillo para el chat),Disclaimer Obligatorio (¡Crítico!),Paginas,Documento,Enlace
ANMI-0205,Alimentación (Mitos),"""Solo la suplementación cura""","cura, pastillas, comida, anemia","""🥗 El tratamiento para la *anemia* (dosis de 3mg/kg) es fundamental para recuperar las reservas de *hierro*. Pero la alimentación es igual de importante. Si solo se toma el suplemento pero no se mejora la comida, la anemia puede regresar apenas se termine el tratamiento.""","""Ambas cosas van de la mano: el tratamiento (dado por el médico) y una alimentación rica en hierro (todos los días).""",19,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0206,Alimentación (Mitos),"""Solo la comida cura""","cura, necesito, natural, gotas, comida, anemia","""🥗 En bebés y gestantes, la necesidad de *hierro* es tan alta que es muy difícil curar la *anemia* solo con comida. Se necesita la dosis de tratamiento (suplemento) para llenar las reservas rápidamente. La comida es el mantenimiento a largo plazo.""","""Sigue las indicaciones de tu centro de salud. No abandones el suplemento.""",164,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0207,Alimentación (Bebés),Crecimiento y Apetito,"come, poco, hijo, bebe","""🥗 Conforme tu bebé crece, es bueno dejar que intente comer solo. Esto es parte de su desarrollo. Ten paciencia, es normal que se ensucie. Acompáñalo y anímalo a probar los alimentos ricos en *hierro*.""","""Recuerda que esta información no reemplaza la consulta con un profesional de la salud.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0208,Alimentación (Gestantes),Postparto y Lactancia,"luz, lactancia, postparto, despues, dieta, comer, comida","""🥗 Después de dar a luz, tu cuerpo necesita recuperarse y producir leche. Es clave que sigas comiendo bien: incluye alimentos ricos en hierro (*hígado*, *sangrecita*) y toma mucho líquido (agua segura).""","""No olvides seguir tomando tu suplemento de hierro por 30 días después del parto.""",34,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0209,Alimentación (General),Disponibilidad de Alimentos,"encuentro, acceso, compro, bazo, sangrecita, alimentos","""🥗 A veces la *sangrecita* o el bazo no se encuentran fácilmente en todos los mercados. Pregunta en los puestos de pollo o de carnes. Si no encuentras, opta por otras buenas fuentes como *hígado*, pescado oscuro (bonito) o carnes rojas.""","""Consulta en tu centro de salud por recetas con los alimentos ricos en hierro que sí puedas conseguir en tu zona.""",126,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0210,Alimentación (General),Costo de Alimentos,"barata, sana, cara, plata, sangrecita, comida, costo","""🥗 ¡Al contrario! Los alimentos más poderosos contra la anemia son los más económicos. La *sangrecita*, el bazo y el *hígado* cuestan mucho menos que el pollo o la carne de res, y tienen 10 o 20 veces más hierro.""","""Prevenir la anemia con estos alimentos es económico y muy efectivo.""",112,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0211,Alimentación (General),Papillas Industriales,"papillas, frasco, comprada, fortificadas, comida, bebe","""🥗 Las papillas fortificadas que venden pueden ser una opción, ya que se les ha añadido *hierro*. Sin embargo, siempre será más natural y económico preparar las papillas en casa con alimentos frescos.""","""Si usas papillas compradas, lee la etiqueta y asegúrate de que digan 'fortificada con hierro'.""",143,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0212,Alimentación (Mitos),"""Comer 2 cucharadas es muy poco""","cucharadas, dos, poca, sangrecita, comida, 2","""🥗 La recomendación de '2 cucharadas' se refiere específicamente al alimento rico en hierro (*sangrecita*, *hígado*), que se mezcla dentro del plato de comida (puré, papilla) del bebé. No es la comida total.""","""Esas 2 cucharadas son el 'ingrediente' poderoso dentro de su comida habitual.""",22,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0213,Alimentación (Mitos),"""El hierro vegetal es igual""","hierro, igual, lentejas, sangrecita","""🥗 No es igual. El hierro 'Hem' (animal) de la *sangrecita* se absorbe hasta un 25%. El hierro 'No Hem' (vegetal) de las lentejas se absorbe mucho menos, a veces solo un 1% o 5%, y depende mucho de si lo combinas con *Vitamina C*.""","""Por eso, la prioridad siempre debe ser el hierro de origen animal.""",12,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0214,Alimentación (Mitos),"""El bebé no mastica""","picada, masticar, dientes, carne, bebe","""🥗 No te preocupes. Los bebés no necesitan tener todos los dientes para 'masticar'. A partir de los 8 o 9 meses, pueden usar sus encías para aplastar alimentos blandos. Darle trocitos pequeños y suaves (como *hígado* cocido picado) es parte de su aprendizaje.""","""Empieza de a pocos y siempre bajo tu supervisión. Consulta en tu control CRED.""",22,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0215,Alimentación (Mitos),"""El hierro estriñe""","hierro, estrine, estrenimiento, bebe","""🥗 El estreñimiento puede ser un efecto secundario del *suplemento de hierro* (gotas o pastillas). Si esto pasa, dale más líquidos (*leche materna* si es bebé, agua si es más grande o gestante) y alimentos con fibra (frutas, verduras).""","""Es un malestar manejable. No suspendas el suplemento, es vital para el cerebro del bebé.""",8,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0216,Alimentación (Mitos),"""La sangrecita tiene toxinas""","sucia, toxinas, mala, sangre, higado, sangrecita","""🥗 La *sangrecita*, el *hígado* y el bazo son alimentos seguros si se preparan con buena higiene. Debes comprarlos en un lugar de confianza, lavarlos bien y cocinarlos completamente. Una vez cocidos, son alimentos muy nutritivos.""","""Como con cualquier carne, el secreto está en la higiene y la buena cocción.""",15,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0217,Alimentación (Bebés),Acompañantes del Hierro,"acompano, sangrecita, comer, acompanantes","""🥗 Puedes mezclar la *sangrecita*, hígado o bazo con puré de papa, camote, zapallo, o con arroz o sémola. La idea es que la comida sea espesa y que el sabor del *hierro animal* se combine con otros alimentos que al bebé le gustan.""","""Recuerda que esta información no reemplaza la consulta con un profesional de la salud.""",5,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0218,Alimentación (Gestantes),Postparto (Suplemento),"postparto, hierro, acabo, pido, control","""🥗 Debes seguir tomando tu *suplemento de hierro* y *ácido fólico* por 30 días después del parto. Acude a tu control postparto en el centro de salud, allí te lo entregarán y te darán seguimiento.""","""No olvides este último paso. Es importante para que te recuperes totalmente.""",14,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0219,Alimentación (General),"""Alergias""","alergia, huevo, pescado","""🥗 El pescado y el huevo son alimentos que pueden causar alergias en algunos niños. Se recomienda introducirlos con cuidado. Pregunta en tu control CRED cuál es el mejor momento para introducir estos alimentos y cómo vigilar si hay alguna reacción.""","""Mi función es educativa. La introducción de alimentos alergénicos debe ser guiada por un profesional de salud.""",133,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0220,Alimentación (Bebés),Cantidad (Cuchara),"cuchara, cucharadita, tamano, cucharada, usar","""🥗 Cuando las guías hablan de 'cucharadas' (ej. 2 cucharadas de *sangrecita*), se refieren a la cuchara grande (la cuchara sopera). No a la cucharita de té.""","""Esta información es educativa y no reemplaza la consulta con un profesional de la salud.""",7,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0221,Alimentación (Bebés),Cantidad (Plato),"plato, tamano, usar, bebe","""🥗 El recetario del MINSA recomienda usar un plato mediano tendido (de unos 19 cm) para servir las preparaciones a los niños de 6 a 23 meses. No uses platos muy hondos o muy grandes.""","""Esta información es educativa y no reemplaza la consulta con un profesional de la salud.""",9,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0222,Alimentación (Bebés),Micronutrientes vs Gotas,"diferencia, sulfato, ferroso, mejor, mmn, chispitas, gotas","""🥗 Ambos son suplementos de *hierro*. Las gotas (Sulfato Ferroso o Polimaltosado) se dan desde los 4 meses. Los *Micronutrientes* (sobres) se dan desde los 6 meses y además de hierro, tienen otras vitaminas (Zinc, Vit A, etc.).""","""El personal de salud de tu centro CRED te indicará cuál de los dos le corresponde a tu bebé según su edad y su estado.""",13,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0223,Alimentación (Bebés),Hierro Polimaltosado,"hierro, alternativa, polimaltosado, estrine, sulfato, ferroso","""🥗 El Sulfato Ferroso es el suplemento más común. Si tu bebé presenta muchos malestares (vómitos, dolor) que no se calman, existe una alternativa llamada Complejo Polimaltosado Férrico.""","""Consulta con el médico. Él evaluará si es necesario cambiar el tipo de suplemento.""",19,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0224,Alimentación (Bebés),Hierro Polimaltosado (Ventajas),"polimaltosado, ventajas, adversos, efectos, sabor, hierro","""🥗 Algunos estudios indican que el *Hierro* Polimaltosado tiene mayor aceptabilidad (mejor sabor) y menos efectos adversos gastrointestinales (menos dolor o náuseas) que el sulfato ferroso.""","""Es una alternativa válida que el médico puede considerar si hay problemas con el sulfato ferroso.""",29,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0225,Alimentación (Bebés),Alimentos Locales (Sierra),"sierra, cuy, alimentos, comer, anemia, hierro","""🥗 En la sierra, además de las vísceras (*hígado*, *bazo*), puedes usar carne de res, de cordero o charqui. El cuy también es un alimento nutritivo.""","""Usa los alimentos nutritivos que tengas a tu alcance y que sean de tu localidad.""",33,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0226,Alimentación (Bebés),Alimentos Locales (Selva),"selva, rio, pescado, alimentos, comer, hierro","""🥗 En la selva, una fuente muy importante de proteína y *hierro* es el pescado de río. También se pueden usar las vísceras (*hígado* de pollo, bofe) y las carnes que se consigan en el mercado.""","""Es importante variar la alimentación y asegurar el hierro de origen animal.""",24,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0227,Alimentación (Gestantes),Alimentos Locales (Gestante),"gestante, comida, selva, sierra","""🥗 Si estás gestando, la regla es la misma en todo el Perú: aumenta tu consumo de alimentos ricos en *hierro*. En la sierra, puedes usar charqui, carne de res, *bazo*. En la selva, pescado de río y vísceras. Y en la costa, pescado oscuro.""","""Adecúa la recomendación de las 5 cucharadas de hierro al día con los mejores alimentos que encuentres en tu mercado local.""",33,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0228,Alimentación (General),Doble Carga (Urbano),"lima, anemia, ciudad, obesidad","""🥗 La *anemia* también es un problema serio en las ciudades, incluida Lima. A veces, en la ciudad se consumen más alimentos procesados, gaseosas y comida rápida, lo que lleva a la 'doble carga': niños con sobrepeso pero anémicos.""","""Evita la comida chatarra y prefiere los alimentos naturales ricos en hierro, como la sangrecita.""",126,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0229,Alimentación (General),Hierro de la Quinua,"quinua, anemia, hierro","""🥗 La quinua es un superalimento peruano, muy nutritivo, con muchas proteínas. Tiene *hierro*, pero (al igual que las lentejas) es hierro 'No Hem' (vegetal), que es más difícil de absorber.""","""Es excelente para la dieta, pero no debe ser tu única fuente de hierro. Combínala con Vitamina C o con un poco de carne.""",116,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0230,Alimentación (General),¿Qué es la Vitamina A?,"vitamina, sirve, anemia, retinol","""🥗 La Vitamina A es clave para la visión, la piel y las defensas. También ayuda a las células a producir glóbulos rojos. La encuentras en el *hígado* y en alimentos de color amarillo, naranja y verde oscuro.""","""Los micronutrientes en polvo (chispitas) también vienen con Vitamina A.""",106,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0231,Alimentación (General),¿Qué es el Zinc?,"zinc, sirve, anemia","""🥗 El Zinc es un mineral muy importante. Ayuda al crecimiento, a las defensas (protege de diarreas) y a la cicatrización. También se ha visto que su deficiencia está relacionada con la *anemia*.""","""Los micronutrientes en polvo (chispitas) también vienen con Zinc.""",137,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0232,Alimentación (General),¿Qué es el Ácido Fólico?,"folico, acido, vitamina, sirve, folato","""🥗 El *Ácido Fólico* (o Vitamina B9) es vital. Ayuda a formar células nuevas, por eso es indispensable en el embarazo (para prevenir defectos en el bebé) y también es necesario para producir glóbulos rojos.""","""Lo encuentras en las pastillas prenatales, en los micronutrientes y en las vísceras y verduras de hoja verde.""",106,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0233,Alimentación (General),¿Qué es la Vitamina B12?,"b12, vitamina, sirve, anemia, cobalamina","""🥗 La Vitamina B12 también es esencial para formar glóbulos rojos sanos y para el funcionamiento del cerebro. La falta de B12 puede causar otro tipo de *anemia* (anemia megaloblástica).""","""La B12 se encuentra casi exclusivamente en alimentos de origen animal: carnes, pescado, huevo y lácteos.""",106,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0234,Alimentación (General),Múltiples Causas,"anemia, causas, ferropenica, falta, multiples","""🥗 La causa más común de *anemia* es la falta de hierro. Sin embargo, a veces la anemia puede ser causada por falta de otras vitaminas, como la B12 o el *Ácido Fólico*, o por infecciones o parásitos.""","""Si tu hijo recibe tratamiento con hierro y no mejora, el médico debe investigar estas otras causas.""",107,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0235,Alimentación (General),Proteínas (Hemoglobina),"proteinas, proteina, importancia, anemia","""🥗 La *hemoglobina* (la parte de la sangre que lleva el *hierro*) es, en sí misma, una proteína. Por eso, una dieta baja en proteínas de buena calidad (carne, pollo, pescado, huevo, quinua) también afecta la capacidad del cuerpo para formar sangre.""","""Una alimentación balanceada, con energía, proteínas y hierro, es la clave.""",135,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0236,Alimentación (Gestantes),Hígado (Precaución),"vitamina, peligroso, teratogenico, exceso, higado, embarazo","""🥗 El *hígado* es una fuente excelente de *hierro*, pero se debe comer con moderación durante el embarazo. Tiene muchísima Vitamina A, y un exceso muy grande de esta vitamina (más de 700 mcg al día) podría tener efectos negativos en el bebé.""","""No dejes de comerlo, pero varía. Consúmelo una vez por semana y los otros días prefiere sangrecita, bazo o carnes rojas.""",16,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0237,Alimentación (Gestantes),Refrigerio Saludable,"ejemplo, refrigerio, lonchera, saludables, snacks, embarazada, gestante, embarazo","""🥗 Un buen refrigerio (media mañana o media tarde) te da energía. Buenas opciones son: frutas frescas, un yogurt natural, un puñado de frutos secos (maní, nueces) o un trozo de queso bajo en sal.""","""Evita los snacks procesados, galletas o gaseosas, que solo aportan azúcar y grasa.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0238,Alimentación (Bebés),Cuchara del Bebé,"plastico, cucharita, cuchara, usar, darle, comer","""🥗 El recetario del MINSA recomienda usar cucharitas pequeñas (de plástico o metal) que se adapten a la boca del bebé para darle de comer. Para servir la porción o medir la cantidad de *hierro*, se usa la cuchara grande (sopera).""","""Usa utensilios limpios y adecuados para su tamaño.""",8,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0239,Alimentación (Bebés),Presupuesto y Nutrición,"barato, combato, nutritivo, poca, plata, comer, presupuesto","""🥗 La mejor forma de combatir la anemia con bajo presupuesto es usar los alimentos con más hierro por cada sol. La *sangrecita*, el bazo y el *hígado* son los campeones: son muy baratos y tienen muchísimo más hierro que cualquier otra carne.""","""Consulta en tu centro de salud por recetas económicas. Prevenir la anemia es posible sin gastar mucho.""",12,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0240,Alimentación (Bebés),Introducción de Alimentos,"darle, huevo, pescado","""🥗 La alimentación se introduce de a pocos. Empieza a los 6 meses con papillas de verduras, tubérculos y carnes (*hígado*, *sangrecita*). Alimentos como el huevo o el pescado a veces se introducen un poco después (ej. 7-8 meses), porque pueden causar alergias.""","""Consulta siempre en tu control CRED antes de introducir un alimento nuevo, especialmente pescado o huevo.""",22,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0241,Alimentación (General),Dieta Vegetariana,"anemia, vegano, vegetariana, carne, dieta, hierro","""🥗 Las dietas vegetarianas (sin carne) o veganas (sin ningún producto animal) tienen un riesgo muy alto de causar *anemia*, porque el *hierro* de los vegetales es muy difícil de absorber y la Vitamina B12 casi no existe en las plantas.""","""Si sigues esta dieta (especialmente si estás gestando o es para un niño), debes tener supervisión médica estricta y suplementos.""",107,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0242,Alimentación (General),Absorción (Resumen),"hierro, absorbo, tips, absorber, resumen","""🥗 En resumen:
*1.* Prefiere hierro animal (sangrecita, hígado).
*2.* Si comes hierro vegetal (lentejas), acompáñalo SIEMPRE con Vitamina C (limón, naranja).
*3.* NO tomes leche, té o café junto con tus comidas principales. Espéralos 1 o 2 horas.""","""Recuerda que esta información no reemplaza la consulta con un profesional de la salud.""",12,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0243,Alimentación (Gestantes),Hitos (Postparto Control) (Hemoglobina),"parto, examen, postparto, despues, control, anemia","""🥗 Sí. Se recomienda un control de *hemoglobina* a los 30 días después del parto. Esto es para asegurar que te estés recuperando bien y que no tengas *anemia* durante la lactancia.""","""No olvides tu propio control. Si tú estás fuerte, puedes cuidar mejor a tu bebé.""",14,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0244,Alimentación (Bebés),Inapetencia (Crecimiento),"crece, pero, apetito, peso, come, hijo","""🥗 A veces los niños tienen etapas donde comen menos. Sin embargo, no te confíes solo del peso. La *anemia* (falta de *hierro*) puede estar presente incluso en niños que tienen un peso adecuado.""","""La única forma de saber si le falta hierro es con su prueba de hemoglobina. No faltes a sus controles.""",6,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0245,Alimentación (Bebés),Hierro de la Papa,"papa, comer, anemia, hierro","""🥗 La papa es un gran alimento que da energía, pero tiene muy poco *hierro*. Por ejemplo, 100g de papa tienen solo 0.4 mg de hierro, mientras que 100g de *sangrecita* tienen más de 29 mg.""","""Usa la papa como la 'base' del puré, pero mézclala siempre con las 2 cucharadas de sangrecita o hígado.""",18,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0246,Alimentación (Mitos),"""Agüitas""","aguita, anis, mate, infusiones, colico, bebe","""🥗 No debes darle 'agüitas' (infusiones, mates) a un bebé menor de 6 meses. Su estómago es pequeño y solo debe recibir *leche materna*. Además, muchas infusiones (como el té) tienen taninos que bloquean la absorción del *hierro*.""","""La leche materna es lo único que necesita. Si tiene cólicos, consulta con tu pediatra.""",13,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0247,Alimentación (Mitos),"""Comer de todo""","probaditas, todo, darle, comer, bebe","""🥗 A partir de los 6 meses el bebé empieza a probar alimentos, pero no debe 'comer de todo'. Debes evitar la sal en exceso, el azúcar, la miel (riesgo de botulismo), los frutos secos enteros (riesgo de atoro) y la leche de vaca.""","""Sigue la pauta de alimentación complementaria que te den en tu centro de salud.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0248,Alimentación (General),Anemia en la Familia,"anemia, tendra, hereditaria, hijo","""🥗 La *anemia* más común (por falta de *hierro*) no es hereditaria, se debe a la alimentación y a las reservas. Sin embargo, si tú tuviste anemia en el embarazo, es muy probable que tu bebé nazca con bajas reservas de hierro, por eso necesitará su suplemento sí o sí.""","""Existen otras anemias (talasemias) que sí son genéticas, pero son menos comunes. Si no mejoras con el hierro, el médico lo investigará.""",138,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0249,Alimentación (General),¿Qué es la Hemoglobina?,"hemoglobina, hb, sirve","""🥗 La *hemoglobina* es una proteína que está dentro de tus glóbulos rojos (la sangre). Imagina que es un 'carrito'. El *hierro* es una parte clave de ese carrito, y su trabajo es 'cargar' el oxígeno desde tus pulmones y repartirlo a todo tu cuerpo.""","""Si tienes anemia, tienes pocos 'carritos' o 'carritos' defectuosos, y no llega suficiente oxígeno a tu cuerpo.""",106,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0250,Alimentación (General),¿Por qué el hierro animal es mejor?,"hem, hierro, absorcion, animal","""🥗 El *hierro animal* (Hem) es mejor porque nuestro cuerpo tiene una 'puerta de entrada' especial para él, lo absorbe directamente. El hierro vegetal (No Hem) no tiene esa puerta fácil; necesita que la *Vitamina C* lo 'ayude' a entrar y compite con otras cosas.""","""Por eso, la sangrecita, el bazo y el hígado son la artillería pesada contra la anemia.""",112,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0251,Alimentación (Mitos),"""La leche materna da anemia""","leche, debil, alimenta, materna, anemia","""🥗 ¡Falso! La *leche materna* NUNCA da *anemia*. Es el mejor alimento. Lo que pasa es que a los 6 meses, el bebé crece tan rápido que la leche ya no es suficiente por sí sola. Necesita más hierro del que la leche puede darle. Por eso necesita empezar a comer.""","""Sigue dando de lactar. La leche materna lo sigue protegiendo, pero ahora necesita sus comidas además del pecho.""",21,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0252,Alimentación (Bebés),Cantidad (Resumen),"hierro, cantidades, resumen, edad, cuanto","""🥗 En resumen: A los 6 meses, 2 cucharadas de alimento rico en hierro (*hígado*, *sangrecita*) en su papilla. A los 9 meses, 2 cucharadas colmadas (picado). A los 12 meses (1 año), 3 cucharadas colmadas (comida de olla).""","""Recuerda que esta información no reemplaza la consulta con un profesional de la salud.""",22,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0253,Alimentación (Gestantes),Cantidad (Resumen),"gestante, regla, resumen, comida","""🥗 En resumen, si estás gestando:
*1.* Acude a tus controles.
*2.* Toma tu pastilla de hierro + ácido fólico diario.
*3.* Come 5 cucharadas de alimento rico en hierro (sangrecita, bazo, hígado, carnes) al día.
*4.* Acompaña con Vitamina C.
*5.* Evita el té, café y gaseosas.""","""Sigue siempre las indicaciones de tu obstetra o médico.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
